,Order_time,date,st_long,st_lat,service_time
1,2015-08-10 06:22:44,08/10/15,1.2964762830722232,-1.1957156952642118,2.08333333333333
2,2015-08-10 06:33:03,08/10/15,1.6651620136499417,-0.7749085383516341,0.0
3,2015-08-10 06:35:44,08/10/15,1.1470436139822706,-0.2511379281519428,16.3041666666667
4,2015-08-10 06:36:43,08/10/15,0.03140740500272571,-0.7966031790110679,0.0
5,2015-08-10 06:44:44,08/10/15,-1.0941271218019195,0.5581066043720099,0.5
6,2015-08-10 06:44:44,08/10/15,-0.728634396975014,1.3034724727326854,9.87916666666666
7,2015-08-10 06:49:43,08/10/15,1.6667585165253482,-0.7697431477186977,0.516666666666667
8,2015-08-10 06:53:44,08/10/15,-1.170439959221546,0.6417859326285155,0.550540929166667
9,2015-08-10 06:55:44,08/10/15,1.1470436139822706,-0.2511379281519428,0.0
10,2015-08-10 06:59:43,08/10/15,1.2754024451238146,0.22115095540388585,0.275
11,2015-08-10 07:06:44,08/10/15,-0.8724260892409502,1.0808441364446244,10.2125
12,2015-08-10 07:09:44,08/10/15,-1.170439959221546,0.6417859326285155,1.88333333333333
13,2015-08-10 07:10:44,08/10/15,0.5981659255920522,-0.29383849071963003,0.516666666666667
14,2015-08-10 07:11:44,08/10/15,-0.8382609277181408,1.0906583786478765,1.2
15,2015-08-10 07:16:44,08/10/15,-0.8724260892409502,1.0808441364446244,5.11666666666667
16,2015-08-10 07:18:43,08/10/15,-0.40635368329519655,-0.3053745297999158,5.55833333333333
17,2015-08-10 07:19:44,08/10/15,1.1689689201315008,-1.6104965631047246,2.56666666666667
18,2015-08-10 07:21:43,08/10/15,-0.16921978960983505,-0.14318126391984087,5.81666666666667
19,2015-08-10 07:24:44,08/10/15,-1.129782352675411,1.4398387854474668,0.0
20,2015-08-10 07:24:44,08/10/15,-1.1095599829263116,0.5563848074937526,7.77244112083333
21,2015-08-10 07:29:44,08/10/15,-0.3876213828967792,-0.3115729985599288,1.44166666666667
22,2015-08-10 07:32:44,08/10/15,0.06876557227483572,-0.5087187410579807,11.2458333333333
23,2015-08-10 07:38:02,08/10/15,1.1689689201315008,-1.6104965631047246,2.06666666666667
24,2015-08-10 07:38:02,08/10/15,-1.0348436483805792,1.174165527216434,1.06666666666667
25,2015-08-10 07:38:44,08/10/15,-1.0348436483805792,1.174165527216434,0.0
26,2015-08-10 07:38:44,08/10/15,1.473475235136935,-1.166100788967731,1.01666666666667
27,2015-08-10 07:40:03,08/10/15,-1.1095599829263116,0.5563848074937526,3.61666666666667
